id_mantenimiento,id_vehiculo,id_componente,fecha_mantenimiento,kilometraje_mantenimiento,tipo_mantenimiento,categoria_componente,componente,severidad,causa_falla,solucion,horas_fuera_servicio,costo_repuesto,costo_mano_obra,costo_total,estado
M00346,32,12,2021-11-05,102937.0,Preventivo,Motor,Filtro de aire,Media,Falta de lubricación,Revisión general,4,5031.48,1939,6970.48,Completado
M00347,32,6,2023-07-05,112368.0,Correctivo,Suspensión,Neumáticos,Alta,Desgaste de bujes,Corrección de falla,12,11461.48,858,12319.48,Completado
M00348,32,6,2023-11-12,54028.0,Correctivo,Suspensión,Neumáticos,Media,Holgura,Cambio de pieza dañada,6,11081.65,3413,14494.65,Completado
M00349,32,10,2024-01-02,12051.0,Preventivo,Combustible,Bomba de combustible,Media,Fuga,Revisión general,6,7218.35,1737,8955.35,Completado
M00350,32,13,2024-02-17,21738.0,Correctivo,Combustible,Filtro de combustible,Media,Contaminación,Ajuste y calibración,6,17672.74,3160,20832.74,Completado
M00351,32,10,2024-05-31,108876.0,Preventivo,Combustible,Bomba de combustible,Media,Contaminación,Ajuste del componente,10,4867.57,2793,7660.57,Completado
M00352,32,19,2025-12-20,46413.0,Preventivo,Sistema eléctrico,Luces,Media,Desgaste por uso,Cambio preventivo,4,10301.19,1517,11818.19,Completado
M00353,32,2,2026-05-05,56391.0,Preventivo,Sistema eléctrico,Alternador,Media,Mantenimiento preventivo,Lubricación,10,10112.2,1363,11475.2,Pendiente
M00354,33,15,2022-01-11,110389.0,Preventivo,Transmisión,Caja de cambios,Media,Desgaste de engranajes,Revisión general,10,871.85,2546,3417.85,Completado
M00355,33,5,2022-07-05,124563.0,Preventivo,Frenos,Discos de freno,Media,Desgaste por uso,Cambio preventivo,11,6420.02,2884,9304.02,Completado
M00356,33,17,2023-07-15,20951.0,Emergencia,Sensores,Sensor de temperatura,Media,Falla eléctrica,Reparación del componente,10,15863.82,1442,17305.82,Pendiente
M00357,33,5,2023-07-28,95905.0,Emergencia,Frenos,Discos de freno,Alta,Pérdida de presión,Corrección de falla,27,11481.42,3453,14934.42,Completado
M00358,33,2,2023-08-10,73926.0,Preventivo,Sistema eléctrico,Alternador,Media,Mantenimiento preventivo,Cambio preventivo,6,12513.1,556,13069.1,Completado
M00359,33,2,2024-01-05,120989.0,Preventivo,Sistema eléctrico,Alternador,Baja,Mantenimiento preventivo,Ajuste del componente,1,6308.38,1041,7349.38,Completado
M00360,33,14,2024-02-21,46423.0,Correctivo,Transmisión,Clutch,Baja,Fuga de aceite,Reemplazo del componente,4,1815.97,2267,4082.97,Completado
M00361,33,16,2024-07-07,56610.0,Preventivo,Motor,Banda de distribución,Media,Sobrecalentamiento,Lubricación,12,8052.31,3250,11302.31,Completado
M00362,33,12,2024-08-24,112769.0,Emergencia,Motor,Filtro de aire,Media,Sobrecalentamiento,Cambio de pieza dañada,5,13886.82,1409,15295.82,Completado
M00363,33,7,2025-01-20,51772.0,Preventivo,Suspensión,Amortiguadores,Media,Fatiga del componente,Ajuste del componente,9,1612.26,2180,3792.26,Completado
M00364,34,2,2023-01-28,73406.0,Preventivo,Sistema eléctrico,Alternador,Media,Mantenimiento preventivo,Cambio preventivo,10,7407.55,1473,8880.55,Completado
M00365,34,18,2023-03-19,23124.0,Correctivo,Sensores,Sensor de presión,Alta,Falla eléctrica,Cambio de pieza dañada,24,4510.2,3460,7970.2,Completado
M00366,34,7,2023-10-17,0.0,Correctivo,Suspensión,Amortiguadores,Media,Desgaste por uso,Reparación del componente,10,3985.41,2578,6563.41,Completado
M00367,34,8,2025-09-11,65793.0,Correctivo,Motor,Radiador,Crítica,Desgaste interno,Corrección de falla,51,17137.85,659,17796.85,Completado
M00368,34,12,2026-02-09,0.0,Emergencia,Motor,Filtro de aire,Crítica,Desgaste interno,Reparación del componente,35,13359.92,1994,15353.92,Completado
M00369,34,6,2026-03-01,11465.0,Preventivo,Suspensión,Neumáticos,Media,Desgaste por uso,Inspección y ajuste,5,3396.21,1964,5360.21,Completado
M00370,35,8,2022-05-04,81858.0,Preventivo,Motor,Radiador,Media,Desgaste interno,Inspección y ajuste,6,11357.95,3458,14815.95,Completado
M00371,35,11,2022-05-27,69781.0,Correctivo,Combustible,Inyectores,Media,Contaminación,Corrección de falla,4,15804.27,970,16774.27,Completado
M00372,35,19,2022-07-07,84495.0,Preventivo,Sistema eléctrico,Luces,Baja,Falla eléctrica,Ajuste del componente,1,8640.04,734,9374.04,Completado
M00373,35,13,2022-07-09,103368.0,Preventivo,Combustible,Filtro de combustible,Media,Obstrucción,Cambio preventivo,6,5951.44,2236,8187.44,Pendiente
M00374,35,2,2022-09-03,161217.0,Correctivo,Sistema eléctrico,Alternador,Baja,Desgaste por uso,Reemplazo del componente,4,26012.09,2025,28037.09,Completado
M00375,35,5,2023-12-08,173370.0,Preventivo,Frenos,Discos de freno,Crítica,Pérdida de presión,Revisión general,64,3280.18,1372,4652.18,Completado
M00376,35,15,2024-10-01,152071.0,Correctivo,Transmisión,Caja de cambios,Alta,Sobrecalentamiento,Ajuste y calibración,20,1342.01,3445,4787.01,Completado
M00377,35,17,2024-10-10,102329.0,Emergencia,Sensores,Sensor de temperatura,Baja,Mantenimiento preventivo,Reemplazo del componente,2,15723.27,2378,18101.27,Pendiente
M00378,35,20,2025-08-27,116234.0,Correctivo,Escape,Sistema de escape,Baja,Falla eléctrica,Corrección de falla,1,24232.83,2873,27105.83,Pendiente
M00379,35,2,2025-10-17,104642.0,Emergencia,Sistema eléctrico,Alternador,Crítica,Desgaste por uso,Reparación del componente,72,26445.15,734,27179.15,Completado
M00380,35,10,2026-01-04,116728.0,Correctivo,Combustible,Bomba de combustible,Alta,Fuga,Corrección de falla,28,16512.67,2315,18827.67,Completado
M00381,35,16,2026-02-10,71843.0,Preventivo,Motor,Banda de distribución,Media,Desgaste por kilometraje,Ajuste del componente,9,10298.13,2658,12956.13,Pendiente
M00382,36,14,2025-01-28,0.0,Emergencia,Transmisión,Clutch,Alta,Falta de lubricación,Cambio de pieza dañada,13,2302.1,2722,5024.1,Completado
M00383,36,10,2025-02-22,15078.0,Correctivo,Combustible,Bomba de combustible,Baja,Obstrucción,Corrección de falla,2,12427.1,3066,15493.1,Pendiente
M00384,36,10,2025-03-22,20304.0,Preventivo,Combustible,Bomba de combustible,Alta,Falla de inyector,Inspección y ajuste,22,7787.41,3170,10957.41,Completado
M00385,36,9,2025-03-31,24757.0,Preventivo,Motor,Bomba de agua,Alta,Sobrecalentamiento,Lubricación,13,924.39,694,1618.39,Pendiente
M00386,36,13,2025-05-12,11843.0,Correctivo,Combustible,Filtro de combustible,Media,Falla de inyector,Cambio de pieza dañada,12,22020.63,1015,23035.63,Pendiente
M00387,36,6,2025-06-19,9213.0,Correctivo,Suspensión,Neumáticos,Baja,Golpe por irregularidad del camino,Ajuste y calibración,1,13037.73,3087,16124.73,Completado
M00388,36,18,2025-10-09,37635.0,Correctivo,Sensores,Sensor de presión,Baja,Desgaste por uso,Ajuste y calibración,3,3687.42,1917,5604.42,Completado
M00389,36,20,2025-10-09,63422.0,Correctivo,Escape,Sistema de escape,Media,Falla eléctrica,Corrección de falla,4,19014.98,2494,21508.98,Completado
M00390,36,2,2025-11-21,51438.0,Emergencia,Sistema eléctrico,Alternador,Media,Desgaste por uso,Reparación del componente,5,31258.14,658,31916.14,Completado
M00391,36,5,2025-12-16,64489.0,Preventivo,Frenos,Discos de freno,Alta,Fuga de líquido,Lubricación,12,4842.24,2908,7750.24,Completado
M00392,36,17,2025-12-28,0.0,Preventivo,Sensores,Sensor de temperatura,Baja,Falla eléctrica,Lubricación,1,6115.39,1645,7760.39,Completado
M00393,36,14,2025-12-29,26174.0,Preventivo,Transmisión,Clutch,Crítica,Fuga de aceite,Revisión general,29,751.34,2257,3008.34,Pendiente
M00394,36,17,2026-02-20,61617.0,Correctivo,Sensores,Sensor de temperatura,Alta,Falla eléctrica,Corrección de falla,22,12636.79,2878,15514.79,Pendiente
M00395,36,3,2026-05-31,57561.0,Emergencia,Sistema eléctrico,Batería,Baja,Mantenimiento preventivo,Ajuste y calibración,4,31966.85,2390,34356.85,Completado
M00396,36,20,2026-06-02,0.0,Emergencia,Escape,Sistema de escape,Baja,Mantenimiento preventivo,Reparación del componente,3,30007.69,856,30863.69,Completado
M00397,37,5,2024-03-22,10654.0,Preventivo,Frenos,Discos de freno,Alta,Desgaste de discos,Inspección y ajuste,26,5911.72,3025,8936.72,Completado
M00398,37,10,2024-05-09,0.0,Preventivo,Combustible,Bomba de combustible,Media,Falla de inyector,Ajuste del componente,9,8302.05,3301,11603.05,Completado
M00399,37,5,2024-11-04,833.0,Correctivo,Frenos,Discos de freno,Baja,Fuga de líquido,Corrección de falla,2,7307.8,2718,10025.8,Pendiente
M00400,37,19,2025-03-01,0.0,Preventivo,Sistema eléctrico,Luces,Media,Falla mecánica,Inspección y ajuste,7,7062.87,3436,10498.87,Completado
M00401,37,20,2025-06-21,0.0,Preventivo,Escape,Sistema de escape,Baja,Falla eléctrica,Cambio preventivo,1,13409.25,1100,14509.25,Pendiente
M00402,37,14,2025-07-15,0.0,Correctivo,Transmisión,Clutch,Alta,Desgaste de engranajes,Corrección de falla,24,1540.9,3265,4805.9,Completado
M00403,37,8,2025-07-17,0.0,Correctivo,Motor,Radiador,Alta,Sobrecalentamiento,Reparación del componente,12,20433.65,2871,23304.65,Completado
M00404,37,14,2025-10-26,0.0,Correctivo,Transmisión,Clutch,Media,Sobrecalentamiento,Reemplazo del componente,12,1731.04,1789,3520.04,Completado
M00405,37,1,2026-02-04,0.0,Preventivo,Motor,Motor,Baja,Desgaste por kilometraje,Revisión general,1,10770.9,2901,13671.9,Pendiente
M00406,37,9,2026-04-19,0.0,Correctivo,Motor,Bomba de agua,Media,Sobrecalentamiento,Ajuste y calibración,6,1419.85,2646,4065.85,Completado
M00407,38,1,2024-04-14,34524.0,Correctivo,Motor,Motor,Alta,Desgaste por kilometraje,Reemplazo del componente,25,22969.48,611,23580.48,Completado
M00408,38,20,2025-01-12,31849.0,Correctivo,Escape,Sistema de escape,Baja,Falla eléctrica,Ajuste y calibración,3,21727.38,2968,24695.38,Pendiente
M00409,38,3,2025-03-21,29807.0,Correctivo,Sistema eléctrico,Batería,Media,Falla mecánica,Reparación del componente,6,25161.23,3083,28244.23,Completado
M00410,38,12,2025-06-13,0.0,Preventivo,Motor,Filtro de aire,Alta,Desgaste interno,Inspección y ajuste,20,2759.24,3424,6183.24,Completado
M00411,38,19,2025-10-13,0.0,Preventivo,Sistema eléctrico,Luces,Media,Falla mecánica,Revisión general,11,8979.52,1880,10859.52,Completado
M00412,38,10,2025-10-18,0.0,Correctivo,Combustible,Bomba de combustible,Media,Desgaste de bomba,Ajuste y calibración,9,11118.7,2338,13456.7,Completado
M00413,38,17,2025-10-20,54463.0,Correctivo,Sensores,Sensor de temperatura,Baja,Desgaste por uso,Cambio de pieza dañada,2,9437.05,2349,11786.05,Completado
M00414,38,1,2025-11-21,0.0,Preventivo,Motor,Motor,Media,Desgaste por kilometraje,Revisión general,11,8747.29,2409,11156.29,Completado
M00415,38,1,2026-05-04,31829.0,Correctivo,Motor,Motor,Baja,Sobrecalentamiento,Ajuste y calibración,4,21805.99,2322,24127.99,Completado
M00416,38,9,2026-05-22,24001.0,Emergencia,Motor,Bomba de agua,Baja,Desgaste por kilometraje,Corrección de falla,1,2188.92,509,2697.92,Pendiente
M00417,38,3,2026-08-07,65719.0,Correctivo,Sistema eléctrico,Batería,Baja,Falla eléctrica,Reemplazo del componente,1,17432.54,3416,20848.54,Completado
M00418,39,13,2025-05-18,36351.0,Preventivo,Combustible,Filtro de combustible,Crítica,Obstrucción,Lubricación,40,6084.6,906,6990.6,Completado
M00419,39,1,2025-07-02,105825.0,Preventivo,Motor,Motor,Alta,Desgaste por kilometraje,Inspección y ajuste,14,8228.89,1081,9309.89,Completado
M00420,39,14,2025-08-11,92471.0,Preventivo,Transmisión,Clutch,Media,Fuga de aceite,Lubricación,6,715.07,691,1406.07,Completado
M00421,39,11,2026-02-18,86141.0,Correctivo,Combustible,Inyectores,Media,Fuga,Reparación del componente,6,18588.75,1350,19938.75,Completado
M00422,39,18,2026-04-28,81655.0,Emergencia,Sensores,Sensor de presión,Baja,Desgaste por uso,Ajuste y calibración,1,5951.24,2423,8374.24,Completado
M00423,39,11,2026-07-04,23878.0,Preventivo,Combustible,Inyectores,Baja,Obstrucción,Cambio preventivo,1,7494.96,2886,10380.96,Pendiente
M00424,39,9,2026-07-11,69467.0,Emergencia,Motor,Bomba de agua,Alta,Sobrecalentamiento,Reparación del componente,22,1907.12,3263,5170.12,Completado
M00425,39,6,2026-07-17,99671.0,Correctivo,Suspensión,Neumáticos,Media,Desgaste de bujes,Reemplazo del componente,6,13679.41,2037,15716.41,Completado
M00426,40,2,2019-01-19,173208.0,Preventivo,Sistema eléctrico,Alternador,Baja,Mantenimiento preventivo,Inspección y ajuste,4,7718.93,2878,10596.93,Completado
M00427,40,14,2019-01-24,88442.0,Preventivo,Transmisión,Clutch,Alta,Desgaste por kilometraje,Lubricación,12,776.39,3393,4169.39,Pendiente
M00428,40,4,2019-05-29,166740.0,Preventivo,Frenos,Pastillas de freno,Media,Desgaste por uso,Revisión general,4,11635.44,3106,14741.44,Pendiente
M00429,40,8,2020-04-04,102550.0,Emergencia,Motor,Radiador,Crítica,Sobrecalentamiento,Cambio de pieza dañada,43,24654.94,2345,26999.94,Pendiente
M00430,40,7,2020-08-27,98013.0,Preventivo,Suspensión,Amortiguadores,Baja,Desgaste por uso,Lubricación,1,1066.03,1915,2981.03,Completado
M00431,40,15,2021-10-07,97233.0,Preventivo,Transmisión,Caja de cambios,Crítica,Falta de lubricación,Lubricación,28,752.26,1935,2687.26,Completado
M00432,40,17,2023-03-26,74299.0,Correctivo,Sensores,Sensor de temperatura,Baja,Desgaste por uso,Ajuste y calibración,3,10055.06,2212,12267.06,Completado
M00433,40,3,2024-02-23,151622.0,Preventivo,Sistema eléctrico,Batería,Baja,Falla eléctrica,Lubricación,2,9585.68,2037,11622.68,Completado
M00434,40,16,2024-03-12,110907.0,Preventivo,Motor,Banda de distribución,Alta,Desgaste interno,Cambio preventivo,23,8084.48,3100,11184.48,Pendiente
M00435,40,18,2025-01-16,173556.0,Preventivo,Sensores,Sensor de presión,Baja,Falla mecánica,Cambio preventivo,3,2833.5,3465,6298.5,Completado
M00436,40,6,2025-09-02,155826.0,Preventivo,Suspensión,Neumáticos,Baja,Desgaste por uso,Ajuste del componente,1,6004.92,1582,7586.92,Completado
M00437,40,13,2026-01-20,137228.0,Preventivo,Combustible,Filtro de combustible,Baja,Obstrucción,Cambio preventivo,2,11607.91,1320,12927.91,Pendiente
