id_entrega,id_cliente,id_vehiculo,id_operador,id_ruta,fecha_salida,hora_salida,fecha_entrega_programada,hora_entrega_programada,fecha_entrega_real,hora_entrega_real,peso_carga,cantidad_paquetes,distancia_real_km,combustible_consumido_litros,precio_combustible,costo_envio,costo_combustible,costo_total,minutos_retraso,entrega_tardia,estatus,observaciones
2691,40,2,9,20,2026-04-29,05:10:00,2026-04-29,06:43:00,2026-04-29,06:43:00,2.91,67,61.37,12.37,25.62,1633.85,316.92,1950.77,0,False,Entregada,Entrega realizada en tiempo
2692,38,6,8,9,2026-08-04,20:29:00,2026-08-04,04:02:00,2026-08-05,04:02:00,0.42,39,185.76,27.16,26.63,1782.8,723.27,2506.07,0,False,Entregada,Entrega realizada en tiempo
2693,90,5,50,39,2026-02-24,16:30:00,2026-02-24,00:53:00,2026-02-25,00:53:00,9.29,66,231.26,29.05,24.52,3113.3,712.31,3825.61,0,False,Entregada,Entrega realizada en tiempo
2694,55,13,39,5,2026-03-03,20:50:00,2026-03-03,06:46:00,2026-03-04,07:41:00,4.82,11,268.28,21.88,24.21,2411.4,529.71,2941.11,55,True,Tardía,Tráfico alto
2695,15,25,8,37,2026-03-15,09:15:00,2026-03-15,02:33:00,2026-03-16,03:05:00,8.46,20,451.75,96.12,25.84,3764.75,2483.74,6248.49,32,True,Tardía,"Hora pico, Distancia larga"
2696,11,22,14,22,2026-01-14,16:38:00,2026-01-14,00:17:00,2026-01-15,00:17:00,1.42,56,299.0,28.92,23.74,2585.0,686.56,3271.56,0,False,Entregada,Entrega realizada en tiempo
2697,9,27,36,17,2026-07-28,14:21:00,2026-07-28,20:39:00,2026-07-28,20:39:00,8.88,22,169.58,21.8,23.7,2411.9,516.66,2928.56,0,False,Entregada,Entrega realizada en tiempo
2698,84,32,48,20,2026-01-20,05:08:00,2026-01-20,06:41:00,2026-01-20,06:41:00,0.9,47,61.05,5.53,25.88,1271.25,143.12,1414.37,0,False,Entregada,Entrega realizada en tiempo
2699,9,30,38,35,2026-06-02,11:33:00,2026-06-02,15:07:00,2026-06-02,15:07:00,7.77,68,154.94,13.31,24.44,2595.7,325.3,2921.0,0,False,Entregada,Entrega realizada en tiempo
2700,50,39,19,33,2026-05-26,10:03:00,2026-05-26,18:57:00,2026-05-26,18:57:00,2.79,4,278.68,22.49,25.36,2204.4,570.35,2774.75,0,False,Entregada,Entrega realizada en tiempo
2701,81,22,28,29,2026-03-31,15:13:00,2026-03-31,20:27:00,2026-03-31,20:27:00,0.74,47,204.27,19.76,25.02,1971.35,494.4,2465.75,0,False,Entregada,Entrega realizada en tiempo
2702,19,12,29,41,2026-07-05,07:29:00,2026-07-05,14:45:00,2026-07-05,14:45:00,0.56,20,187.25,26.79,23.53,1652.25,630.37,2282.62,0,False,Entregada,Entrega realizada en tiempo
2703,84,24,26,24,2026-01-07,11:24:00,2026-01-07,20:01:00,2026-01-07,20:01:00,2.5,2,319.24,29.92,25.65,2362.2,767.45,3129.65,0,False,Entregada,Entrega realizada en tiempo
2704,11,19,55,42,2026-03-12,08:53:00,2026-03-12,12:04:00,2026-03-12,13:17:00,2.08,29,105.24,10.37,26.82,1466.2,278.12,1744.32,73,True,Tardía,"Tráfico alto, Hora pico"
2705,54,12,17,3,2026-07-21,19:28:00,2026-07-21,21:45:00,2026-07-21,21:45:00,0.53,14,66.42,9.5,23.01,997.1,218.6,1215.7,0,False,Entregada,Entrega realizada en tiempo
2706,82,27,27,35,2026-06-03,06:43:00,2026-06-03,10:17:00,2026-06-03,10:17:00,1.59,35,152.17,19.56,26.22,1699.85,512.86,2212.71,0,False,Entregada,Entrega realizada en tiempo
2707,13,32,9,35,2026-02-06,05:30:00,2026-02-06,09:04:00,2026-02-06,09:36:00,4.25,53,138.44,12.54,23.49,2041.2,294.56,2335.76,32,True,Tardía,Carga pesada
2708,85,11,9,15,2026-02-06,20:09:00,2026-02-06,22:32:00,2026-02-06,22:55:00,4.14,24,62.47,13.07,23.05,1418.35,301.26,1719.61,23,True,Tardía,Carga pesada
2709,36,31,21,10,2026-05-15,09:22:00,2026-05-15,11:47:00,2026-05-15,11:47:00,24.37,78,85.88,12.2,24.19,3990.4,295.12,4285.52,0,False,Entregada,Entrega realizada en tiempo
2710,1,18,6,3,2026-07-05,20:17:00,2026-07-05,22:34:00,2026-07-05,22:34:00,0.47,58,58.09,5.44,23.46,1301.45,127.62,1429.07,0,False,Entregada,Entrega realizada en tiempo
2711,48,7,46,8,2026-03-05,14:42:00,2026-03-05,18:10:00,2026-03-05,18:10:00,0.69,4,92.0,15.08,26.78,1061.0,403.84,1464.84,0,False,Entregada,Entrega realizada en tiempo
2712,41,13,21,50,2026-04-24,08:10:00,2026-04-24,16:10:00,2026-04-24,16:10:00,3.34,68,232.91,19.0,26.69,2542.55,507.11,3049.66,0,False,Entregada,Entrega realizada en tiempo
2713,1,28,19,8,2026-06-13,14:31:00,2026-06-13,17:59:00,2026-06-13,17:59:00,3.97,72,105.34,15.45,25.4,1999.7,392.43,2392.13,0,False,Entregada,Entrega realizada en tiempo
2714,60,34,16,2,2026-02-02,20:01:00,2026-02-02,05:56:00,2026-02-03,06:28:00,1.36,10,285.42,23.71,25.49,2143.1,604.37,2747.47,32,True,Tardía,Tráfico alto
2715,92,22,16,20,2026-01-20,13:55:00,2026-01-20,15:28:00,2026-01-20,15:28:00,1.06,17,55.59,5.38,25.04,1019.95,134.72,1154.67,0,False,Entregada,Entrega realizada en tiempo
2716,13,17,19,31,2026-05-23,16:51:00,2026-05-23,00:23:00,2026-05-24,00:23:00,0.29,59,185.89,33.02,26.54,1930.45,876.35,2806.8,0,False,Entregada,Entrega realizada en tiempo
2717,17,36,3,12,2026-01-22,19:43:00,2026-01-22,07:21:00,2026-01-23,07:21:00,1.73,72,442.66,52.2,23.89,3462.3,1247.06,4709.36,0,False,Entregada,Entrega realizada en tiempo
2718,50,15,49,23,2026-05-08,20:41:00,2026-05-08,06:02:00,2026-05-09,06:02:00,0.53,4,276.73,56.94,23.91,1968.65,1361.44,3330.09,0,False,Entregada,Entrega realizada en tiempo
2719,72,38,50,8,2026-06-20,08:06:00,2026-06-20,11:34:00,2026-06-20,11:34:00,8.14,29,103.09,8.76,25.48,2061.45,223.2,2284.65,0,False,Entregada,Entrega realizada en tiempo
2720,92,29,17,16,2026-07-30,15:38:00,2026-07-30,06:06:00,2026-07-31,06:41:00,18.84,74,438.02,45.77,26.83,5166.1,1228.01,6394.11,35,True,Tardía,Distancia larga
2721,64,24,38,37,2026-03-20,05:34:00,2026-03-20,22:52:00,2026-03-20,23:20:00,1.93,36,412.04,38.62,25.41,3041.2,981.33,4022.53,28,True,Tardía,Distancia larga
2722,56,37,41,4,2026-06-26,12:22:00,2026-06-26,14:56:00,2026-06-26,14:56:00,0.6,20,113.05,12.05,26.2,1285.25,315.71,1600.96,0,False,Entregada,Entrega realizada en tiempo
2723,55,1,25,5,2026-07-06,06:24:00,2026-07-06,16:20:00,2026-07-06,16:20:00,1.03,43,306.0,29.54,23.96,2477.0,707.78,3184.78,0,False,Entregada,Entrega realizada en tiempo
2724,58,18,24,29,2026-01-12,07:25:00,2026-01-12,12:39:00,2026-01-12,13:17:00,1.09,41,175.04,16.39,24.67,1812.2,404.34,2216.54,38,True,Tardía,"Hora pico, Carga pesada"
2725,72,5,20,38,2026-05-22,06:08:00,2026-05-22,10:39:00,2026-05-22,10:39:00,12.92,46,194.37,24.42,23.08,3131.85,563.61,3695.46,0,False,Entregada,Entrega realizada en tiempo
2726,36,13,31,47,2026-04-13,09:40:00,2026-04-13,21:24:00,2026-04-13,21:24:00,21.6,79,366.76,29.92,24.18,5125.8,723.47,5849.27,0,False,Entregada,Entrega realizada en tiempo
2727,39,30,50,32,2026-08-09,09:20:00,2026-08-09,21:24:00,2026-08-09,21:24:00,8.95,2,361.31,31.04,25.7,3217.55,797.73,4015.28,0,False,Entregada,Entrega realizada en tiempo
2728,31,10,58,17,2026-02-14,09:19:00,2026-02-14,15:37:00,2026-02-14,16:01:00,14.89,66,165.29,16.58,23.32,3343.45,386.65,3730.1,24,True,Tardía,Hora pico
2729,91,9,20,8,2026-07-04,13:21:00,2026-07-04,16:49:00,2026-07-04,16:49:00,0.7,32,107.52,8.79,24.59,1363.6,216.15,1579.75,0,False,Entregada,Entrega realizada en tiempo
2730,14,21,35,22,2026-03-22,17:18:00,2026-03-22,00:57:00,2026-03-23,00:57:00,0.79,75,328.55,45.95,24.54,2821.75,1127.61,3949.36,0,False,Entregada,Entrega realizada en tiempo
2731,64,37,52,25,2026-01-04,09:17:00,2026-01-04,18:43:00,2026-01-04,18:43:00,0.58,22,338.49,36.09,23.25,2426.45,839.09,3265.54,0,False,Entregada,Entrega realizada en tiempo
2732,98,14,15,43,2026-02-06,13:43:00,2026-02-06,05:10:00,2026-02-07,05:49:00,2.43,77,465.83,50.2,24.29,3688.15,1219.36,4907.51,39,True,Tardía,"Tráfico alto, Distancia larga"
2733,69,9,34,25,2026-02-27,06:17:00,2026-02-27,15:43:00,2026-02-27,15:43:00,0.8,3,371.31,30.36,23.56,2460.55,715.28,3175.83,0,False,Entregada,Entrega realizada en tiempo
2734,56,26,12,45,2026-06-08,07:28:00,2026-06-08,10:09:00,2026-06-08,10:38:00,2.73,21,90.27,12.88,25.4,1392.35,327.15,1719.5,29,True,Tardía,Hora pico
2735,17,2,20,6,2026-04-15,17:34:00,2026-04-15,18:28:00,2026-04-15,18:28:00,12.2,23,27.15,5.47,24.44,2039.75,133.69,2173.44,0,False,Entregada,Entrega realizada en tiempo
2736,31,38,12,26,2026-04-08,09:30:00,2026-04-08,15:29:00,2026-04-08,16:10:00,1.19,1,160.5,13.64,26.88,1429.5,366.64,1796.14,41,True,Tardía,"Tráfico alto, Hora pico"
2737,16,15,38,11,2026-05-09,06:19:00,2026-05-09,09:05:00,2026-05-09,09:05:00,1.04,69,74.06,15.24,26.29,1526.3,400.66,1926.96,0,False,Entregada,Entrega realizada en tiempo
2738,1,12,10,3,2026-04-18,08:42:00,2026-04-18,10:59:00,2026-04-18,11:39:00,1.1,75,58.9,8.43,25.57,1504.5,215.56,1720.06,40,True,Tardía,Hora pico
2739,28,24,40,15,2026-05-06,18:05:00,2026-05-06,20:28:00,2026-05-06,21:04:00,4.87,78,57.37,5.38,23.09,1897.85,124.22,2022.07,36,True,Tardía,Hora pico
2740,91,38,42,22,2026-04-21,08:24:00,2026-04-21,16:03:00,2026-04-21,16:53:00,5.75,19,328.32,27.89,25.8,2868.6,719.56,3588.16,50,True,Tardía,"Hora pico, Distancia larga"
2741,9,33,48,24,2026-04-01,12:00:00,2026-04-01,20:37:00,2026-04-01,20:37:00,0.31,58,334.76,42.7,25.49,2668.8,1088.42,3757.22,0,False,Entregada,Entrega realizada en tiempo
2742,19,15,1,19,2026-07-23,14:46:00,2026-07-23,03:27:00,2026-07-24,03:51:00,0.42,28,383.94,79.0,26.85,2685.7,2121.15,4806.85,24,True,Tardía,Distancia larga
2743,84,30,30,35,2026-07-16,07:18:00,2026-07-16,10:52:00,2026-07-16,10:52:00,5.37,43,150.47,12.93,24.76,2133.35,320.15,2453.5,0,False,Entregada,Entrega realizada en tiempo
2744,37,16,29,1,2026-07-20,08:39:00,2026-07-20,14:58:00,2026-07-20,14:58:00,2.3,38,169.85,15.26,24.41,1883.25,372.5,2255.75,0,False,Entregada,Entrega realizada en tiempo
2745,87,40,45,7,2026-01-21,17:31:00,2026-01-21,21:42:00,2026-01-21,21:42:00,1.41,55,117.85,18.41,25.85,1670.25,475.9,2146.15,0,False,Entregada,Entrega realizada en tiempo
2746,44,4,23,12,2026-06-18,18:41:00,2026-06-18,06:19:00,2026-06-19,07:02:00,2.11,54,456.8,76.77,25.22,3427.0,1936.14,5363.14,43,True,Tardía,"Hora pico, Distancia larga"
2747,90,21,31,36,2026-01-15,16:42:00,2026-01-15,20:36:00,2026-01-15,20:36:00,0.53,10,96.45,13.49,25.5,1115.25,344.0,1459.25,0,False,Entregada,Entrega realizada en tiempo
2748,20,9,16,5,2026-06-22,08:25:00,2026-06-22,18:21:00,2026-06-22,18:21:00,0.62,62,313.3,25.62,25.72,2624.5,658.95,3283.45,0,False,Entregada,Entrega realizada en tiempo
2749,57,2,25,41,2026-07-31,18:40:00,2026-07-31,01:56:00,2026-08-01,02:29:00,15.1,55,194.98,39.31,23.79,3424.9,935.18,4360.08,33,True,Tardía,"Hora pico, Carga pesada"
2750,63,8,35,23,2026-05-30,08:04:00,2026-05-30,17:25:00,2026-05-30,17:25:00,4.85,18,250.11,26.72,25.54,2379.55,682.43,3061.98,0,False,Entregada,Entrega realizada en tiempo
2751,93,19,42,33,2026-04-05,16:14:00,2026-04-05,01:08:00,2026-04-06,02:03:00,7.47,64,306.37,30.18,23.09,3290.85,696.86,3987.71,55,True,Tardía,"Tráfico alto, Distancia larga, Carga pesada"
2752,4,16,30,22,2026-07-17,10:36:00,2026-07-17,18:15:00,2026-07-17,18:15:00,3.41,69,308.33,27.7,25.79,2934.65,714.38,3649.03,0,False,Entregada,Entrega realizada en tiempo
2753,32,5,14,10,2026-03-08,16:22:00,2026-03-08,18:47:00,2026-03-08,18:47:00,2.04,77,79.47,9.98,25.01,1717.35,249.6,1966.95,0,False,Entregada,Entrega realizada en tiempo
2754,49,25,40,14,2026-02-02,18:48:00,2026-02-02,03:33:00,2026-02-03,03:33:00,9.08,69,265.38,56.46,23.41,3286.9,1321.73,4608.63,0,False,Entregada,Entrega realizada en tiempo
2755,85,36,13,44,2026-05-08,16:21:00,2026-05-08,18:31:00,2026-05-08,18:51:00,0.35,73,62.93,7.42,26.58,1433.65,197.22,1630.87,20,True,Tardía,Incidencia operativa
2756,68,9,3,7,2026-01-26,11:42:00,2026-01-26,15:53:00,2026-01-26,15:53:00,0.82,4,126.3,10.33,26.22,1245.5,270.85,1516.35,0,False,Entregada,Entrega realizada en tiempo
2757,21,28,26,19,2026-02-17,16:28:00,2026-02-17,05:09:00,2026-02-18,05:09:00,3.91,29,349.42,51.23,24.48,2870.1,1254.11,4124.21,0,False,Entregada,Entrega realizada en tiempo
2758,19,32,12,18,2026-03-22,14:14:00,2026-03-22,06:22:00,2026-03-23,06:22:00,4.6,32,452.09,40.95,26.34,3476.45,1078.62,4555.07,0,False,Entregada,Entrega realizada en tiempo
2759,87,26,21,49,2026-04-09,18:26:00,2026-04-09,08:57:00,2026-04-10,08:57:00,4.28,34,355.09,50.65,25.05,2975.45,1268.78,4244.23,0,False,Entregada,Entrega realizada en tiempo
2760,76,28,11,11,2026-03-13,12:45:00,2026-03-13,15:31:00,2026-03-13,15:31:00,0.71,48,67.01,9.83,23.09,1290.05,226.97,1517.02,0,False,Entregada,Entrega realizada en tiempo
2761,53,9,21,1,2026-04-16,08:36:00,2026-04-16,14:55:00,2026-04-16,14:55:00,0.57,54,202.33,16.54,25.14,2000.65,415.82,2416.47,0,False,Entregada,Entrega realizada en tiempo
2762,43,8,10,44,2026-01-14,16:49:00,2026-01-14,18:59:00,2026-01-14,18:59:00,3.11,17,69.12,7.38,26.5,1292.6,195.57,1488.17,0,False,Entregada,Entrega realizada en tiempo
2763,92,32,12,39,2026-03-01,13:44:00,2026-03-01,22:07:00,2026-03-01,22:07:00,2.19,3,222.84,20.18,25.34,1857.2,511.36,2368.56,0,False,Entregada,Entrega realizada en tiempo
2764,28,17,44,18,2026-08-10,08:04:00,2026-08-10,00:12:00,2026-08-11,00:12:00,0.85,17,399.59,70.98,24.2,2718.95,1717.72,4436.67,0,False,Entregada,Entrega realizada en tiempo
2765,85,24,58,1,2026-02-17,08:50:00,2026-02-17,15:09:00,2026-02-17,15:09:00,2.54,26,191.95,17.99,24.97,1921.75,449.21,2370.96,0,False,Entregada,Entrega realizada en tiempo
2766,71,1,19,23,2026-05-07,17:54:00,2026-05-07,03:15:00,2026-05-08,03:15:00,0.3,18,261.67,25.26,26.46,1982.35,668.38,2650.73,0,False,Entregada,Entrega realizada en tiempo
2767,38,4,30,2,2026-02-22,10:41:00,2026-02-22,20:36:00,2026-02-22,20:36:00,1.44,79,336.06,56.48,23.37,2956.3,1319.94,4276.24,0,False,Entregada,Entrega realizada en tiempo
2768,58,36,44,10,2026-07-18,10:12:00,2026-07-18,12:37:00,2026-07-18,12:37:00,0.98,57,88.09,10.39,26.52,1494.45,275.54,1769.99,0,False,Entregada,Entrega realizada en tiempo
2769,89,4,60,37,2026-06-28,11:20:00,2026-06-28,04:38:00,2026-06-29,04:38:00,1.21,9,477.2,80.2,24.58,3079.0,1971.32,5050.32,0,False,Entregada,Entrega realizada en tiempo
2770,52,29,1,26,2026-02-20,16:40:00,2026-02-20,22:39:00,2026-02-20,22:39:00,16.46,29,180.28,18.84,26.39,3279.4,497.19,3776.59,0,False,Entregada,Entrega realizada en tiempo
2771,67,28,13,1,2026-01-29,07:08:00,2026-01-29,13:27:00,2026-01-29,13:59:00,3.87,20,190.77,27.97,24.17,2000.85,676.03,2676.88,32,True,Tardía,Hora pico
2772,35,9,25,17,2026-07-17,20:13:00,2026-07-17,02:31:00,2026-07-18,02:31:00,0.6,27,175.86,14.38,23.85,1655.3,342.96,1998.26,0,False,Entregada,Entrega realizada en tiempo
2773,58,37,25,2,2026-07-22,19:10:00,2026-07-22,05:05:00,2026-07-23,05:05:00,0.33,70,283.27,30.2,25.0,2509.35,755.0,3264.35,0,False,Entregada,Entrega realizada en tiempo
2774,95,6,45,14,2026-04-08,05:54:00,2026-04-08,14:39:00,2026-04-08,14:39:00,0.22,43,291.01,42.55,24.01,2321.05,1021.63,3342.68,0,False,Entregada,Entrega realizada en tiempo
2775,37,28,57,39,2026-02-04,05:35:00,2026-02-04,13:58:00,2026-02-04,13:58:00,2.31,48,202.55,29.7,24.12,2127.75,716.36,2844.11,0,False,Entregada,Entrega realizada en tiempo
2776,92,4,8,13,2026-02-07,11:39:00,2026-02-07,23:22:00,2026-02-07,23:22:00,1.91,48,308.04,51.77,23.37,2615.2,1209.86,3825.06,0,False,Entregada,Entrega realizada en tiempo
2777,73,14,24,4,2026-07-31,05:04:00,2026-07-31,07:38:00,2026-07-31,07:38:00,3.83,14,98.45,10.61,24.17,1487.25,256.44,1743.69,0,False,Entregada,Entrega realizada en tiempo
2778,15,31,23,34,2026-07-03,06:34:00,2026-07-03,10:25:00,2026-07-03,10:25:00,24.73,7,116.46,16.54,25.1,3611.3,415.15,4026.45,0,False,Entregada,Entrega realizada en tiempo
2779,66,37,41,49,2026-07-06,06:18:00,2026-07-06,20:49:00,2026-07-06,20:49:00,0.96,33,379.9,40.5,23.25,2759.5,941.62,3701.12,0,False,Entregada,Entrega realizada en tiempo
2780,8,18,16,5,2026-03-31,15:24:00,2026-03-31,01:20:00,2026-04-01,01:20:00,0.88,66,268.26,25.12,25.75,2457.3,646.84,3104.14,0,False,Entregada,Entrega realizada en tiempo
2781,43,13,34,41,2026-06-17,08:17:00,2026-06-17,15:33:00,2026-06-17,15:33:00,0.39,66,177.05,14.44,24.91,1952.25,359.7,2311.95,0,False,Entregada,Entrega realizada en tiempo
2782,59,21,23,33,2026-01-13,09:02:00,2026-01-13,17:56:00,2026-01-13,17:56:00,1.11,80,279.08,39.03,23.41,2646.4,913.69,3560.09,0,False,Entregada,Entrega realizada en tiempo
2783,52,34,60,21,2026-04-08,12:28:00,2026-04-08,19:31:00,2026-04-08,19:31:00,4.45,15,267.14,22.19,26.26,2400.7,582.71,2983.41,0,False,Entregada,Entrega realizada en tiempo
2784,71,17,3,6,2026-06-05,06:09:00,2026-06-05,07:03:00,2026-06-05,07:03:00,0.57,60,29.67,5.27,25.63,1185.35,135.07,1320.42,0,False,Entregada,Entrega realizada en tiempo
2785,52,39,34,45,2026-05-24,09:30:00,2026-05-24,12:11:00,2026-05-24,12:11:00,3.9,14,87.98,7.1,23.43,1441.9,166.35,1608.25,0,False,Entregada,Entrega realizada en tiempo
2786,67,25,28,34,2026-04-19,08:05:00,2026-04-19,11:56:00,2026-04-19,11:56:00,2.73,73,115.66,24.61,26.31,1935.3,647.49,2582.79,0,False,Entregada,Entrega realizada en tiempo
2787,50,29,23,38,2026-07-08,19:12:00,2026-07-08,23:43:00,2026-07-09,00:15:00,16.27,26,177.76,18.57,26.48,3223.8,491.73,3715.53,32,True,Tardía,Hora pico
2788,93,21,56,2,2026-03-27,20:13:00,2026-03-27,06:08:00,2026-03-28,07:06:00,0.57,48,314.53,43.99,25.35,2513.65,1115.15,3628.8,58,True,Tardía,"Tráfico alto, Distancia larga"
2789,55,21,29,46,2026-02-08,20:23:00,2026-02-08,11:13:00,2026-02-09,11:56:00,1.48,32,410.43,57.4,25.62,2956.15,1470.59,4426.74,43,True,Tardía,"Distancia larga, Carga pesada"
2790,99,33,11,19,2026-02-10,15:25:00,2026-02-10,04:06:00,2026-02-11,04:46:00,0.4,19,399.2,50.92,25.24,2688.0,1285.22,3973.22,40,True,Tardía,Distancia larga
2791,9,22,35,18,2026-04-19,16:35:00,2026-04-19,08:43:00,2026-04-20,08:43:00,1.1,63,421.84,40.8,23.83,3223.2,972.26,4195.46,0,False,Entregada,Entrega realizada en tiempo
2792,100,13,1,10,2026-07-21,19:21:00,2026-07-21,21:46:00,2026-07-21,22:20:00,10.86,27,78.41,6.4,24.92,2194.05,159.49,2353.54,34,True,Tardía,Hora pico
2793,50,28,38,36,2026-07-27,10:16:00,2026-07-27,14:10:00,2026-07-27,14:42:00,5.79,41,98.25,14.41,23.66,1898.25,340.94,2239.19,32,True,Tardía,Tráfico alto
2794,17,34,24,20,2026-04-20,08:15:00,2026-04-20,09:48:00,2026-04-20,09:48:00,8.36,1,58.77,4.88,24.87,1637.85,121.37,1759.22,0,False,Entregada,Entrega realizada en tiempo
2795,25,1,35,37,2026-05-01,08:56:00,2026-05-01,02:14:00,2026-05-02,02:14:00,0.91,2,457.37,44.15,26.06,2893.85,1150.55,4044.4,0,False,Entregada,Entrega realizada en tiempo
2796,29,36,56,46,2026-08-05,09:30:00,2026-08-05,00:20:00,2026-08-06,01:02:00,1.71,61,441.03,52.01,24.28,3364.15,1262.8,4626.95,42,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
2797,89,31,42,33,2026-04-10,09:00:00,2026-04-10,17:54:00,2026-04-10,18:39:00,11.73,78,293.2,41.65,23.29,3763.0,970.03,4733.03,45,True,Tardía,"Tráfico alto, Hora pico"
2798,19,18,10,13,2026-03-17,12:31:00,2026-03-17,00:14:00,2026-03-18,00:14:00,0.72,28,318.52,29.82,26.86,2388.6,800.97,3189.57,0,False,Entregada,Entrega realizada en tiempo
2799,45,31,55,45,2026-06-19,17:30:00,2026-06-19,20:11:00,2026-06-19,20:11:00,5.11,13,83.67,11.88,26.34,1533.35,312.92,1846.27,0,False,Entregada,Entrega realizada en tiempo
2800,92,28,60,8,2026-06-23,18:06:00,2026-06-23,21:34:00,2026-06-23,21:34:00,2.39,49,107.61,15.78,25.44,1669.05,401.44,2070.49,0,False,Entregada,Entrega realizada en tiempo
2801,45,26,26,50,2026-04-27,16:18:00,2026-04-27,00:18:00,2026-04-28,00:18:00,5.06,6,273.57,39.03,25.89,2421.85,1010.49,3432.34,0,False,Entregada,Entrega realizada en tiempo
2802,49,34,55,16,2026-02-19,12:49:00,2026-02-19,03:17:00,2026-02-20,04:02:00,4.57,35,438.25,36.4,23.61,3428.25,859.4,4287.65,45,True,Tardía,Distancia larga
2803,37,9,44,25,2026-06-24,14:12:00,2026-06-24,23:38:00,2026-06-24,23:38:00,0.55,59,318.37,26.03,26.83,2618.85,698.38,3317.23,0,False,Entregada,Entrega realizada en tiempo
2804,24,9,54,6,2026-05-29,07:48:00,2026-05-29,08:42:00,2026-05-29,09:16:00,0.44,34,26.31,2.15,24.83,947.55,53.38,1000.93,34,True,Tardía,Hora pico
2805,47,19,31,43,2026-03-04,16:03:00,2026-03-04,07:30:00,2026-03-05,08:36:00,4.83,15,439.19,43.27,23.33,3298.95,1009.49,4308.44,66,True,Tardía,"Tráfico alto, Distancia larga"
2806,43,3,48,45,2026-01-25,06:04:00,2026-01-25,08:45:00,2026-01-25,08:45:00,9.07,51,79.77,17.12,26.64,2213.85,456.08,2669.93,0,False,Entregada,Entrega realizada en tiempo
2807,54,1,2,33,2026-01-09,08:25:00,2026-01-09,17:19:00,2026-01-09,17:19:00,0.44,45,276.45,26.68,25.87,2286.25,690.21,2976.46,0,False,Entregada,Entrega realizada en tiempo
2808,86,17,55,30,2026-03-28,17:55:00,2026-03-28,23:03:00,2026-03-28,23:03:00,1.02,72,136.42,24.23,23.81,1860.1,576.92,2437.02,0,False,Entregada,Entrega realizada en tiempo
2809,41,19,33,33,2026-07-02,09:22:00,2026-07-02,18:16:00,2026-07-02,18:16:00,3.32,63,282.4,27.82,25.4,2748.0,706.63,3454.63,0,False,Entregada,Entrega realizada en tiempo
2810,14,19,37,26,2026-05-01,07:52:00,2026-05-01,13:51:00,2026-05-01,15:05:00,0.83,33,183.41,18.07,24.55,1764.05,443.62,2207.67,74,True,Tardía,"Tráfico alto, Hora pico"
2811,37,16,52,10,2026-01-06,09:05:00,2026-01-06,11:30:00,2026-01-06,11:30:00,13.25,64,79.69,7.16,26.27,2735.45,188.09,2923.54,0,False,Entregada,Entrega realizada en tiempo
2812,53,28,24,10,2026-07-19,19:09:00,2026-07-19,21:34:00,2026-07-19,21:34:00,5.43,40,76.91,11.28,24.33,1747.55,274.44,2021.99,0,False,Entregada,Entrega realizada en tiempo
2813,76,11,47,32,2026-06-21,08:18:00,2026-06-21,20:22:00,2026-06-21,21:00:00,4.13,1,356.33,74.55,24.56,2702.65,1830.95,4533.6,38,True,Tardía,"Hora pico, Distancia larga, Carga pesada"
2814,7,6,20,43,2026-07-11,15:50:00,2026-07-11,07:17:00,2026-07-12,08:10:00,1.01,3,422.17,61.72,24.12,2735.85,1488.69,4224.54,53,True,Tardía,"Tráfico alto, Distancia larga"
2815,19,32,57,8,2026-04-13,09:46:00,2026-04-13,13:14:00,2026-04-13,13:14:00,3.4,8,104.99,9.51,25.78,1428.95,245.17,1674.12,0,False,Entregada,Entrega realizada en tiempo
2816,26,16,21,27,2026-08-05,09:24:00,2026-08-05,21:07:00,2026-08-05,21:07:00,13.39,77,321.16,28.86,26.33,4060.8,759.88,4820.68,0,False,Entregada,Entrega realizada en tiempo
2817,26,1,6,4,2026-01-15,06:37:00,2026-01-15,09:11:00,2026-01-15,09:11:00,1.51,7,96.77,9.34,25.38,1190.85,237.05,1427.9,0,False,Entregada,Entrega realizada en tiempo
2818,31,5,36,29,2026-05-14,08:46:00,2026-05-14,14:00:00,2026-05-14,14:00:00,6.28,1,178.06,22.37,24.24,2026.3,542.25,2568.55,0,False,Entregada,Entrega realizada en tiempo
2819,69,3,12,34,2026-06-14,10:21:00,2026-06-14,14:12:00,2026-06-14,14:53:00,11.46,36,106.85,22.93,26.02,2468.25,596.64,3064.89,41,True,Tardía,Carga pesada
2820,80,4,40,48,2026-02-28,06:59:00,2026-02-28,12:12:00,2026-02-28,12:12:00,1.9,34,189.76,31.89,25.53,1910.8,814.15,2724.95,0,False,Entregada,Entrega realizada en tiempo
2821,54,28,6,16,2026-07-17,16:25:00,2026-07-17,06:53:00,2026-07-18,06:53:00,2.09,22,406.28,59.57,25.57,2916.4,1523.2,4439.6,0,False,Entregada,Entrega realizada en tiempo
2822,66,6,9,9,2026-06-22,16:33:00,2026-06-22,00:06:00,2026-06-23,00:06:00,0.55,9,192.3,28.11,26.94,1588.5,757.28,2345.78,0,False,Entregada,Entrega realizada en tiempo
2823,98,37,20,50,2026-04-28,11:49:00,2026-04-28,19:49:00,2026-04-28,19:49:00,0.41,59,228.83,24.4,26.49,2157.15,646.36,2803.51,0,False,Entregada,Entrega realizada en tiempo
