real,prediccion_logistic,probabilidad_tardia_logistic,prediccion_random_forest,probabilidad_tardia_random_forest,resultado_logistic,nivel_riesgo_logistic
0,0,0.4991880201693174,1,0.5534950816758243,A tiempo,Medio
1,0,0.49442213550888214,1,0.5550055036171391,A tiempo,Medio
0,0,0.43970610567978985,0,0.4052690661893798,A tiempo,Medio
1,0,0.44209148873625687,0,0.4167284548666458,A tiempo,Medio
0,0,0.40418556360135344,0,0.4172641037655751,A tiempo,Medio
1,1,0.5781195616763276,1,0.5959735084539384,Tardía,Medio
0,1,0.5685534309788279,1,0.5788558300909359,Tardía,Medio
0,0,0.3440795714692546,0,0.4179572717006861,A tiempo,Medio
1,0,0.4278452749561897,0,0.4782557881674699,A tiempo,Medio
1,1,0.5386925848112641,1,0.5719502673099774,Tardía,Medio
1,0,0.48821442634357104,0,0.3683597526279817,A tiempo,Medio
0,0,0.45974287692159627,0,0.40245089975206566,A tiempo,Medio
0,1,0.5496283665344249,1,0.596191994995467,Tardía,Medio
0,0,0.37200437069923004,0,0.3439076196144729,A tiempo,Medio
0,0,0.42751666702309404,0,0.4606187440224764,A tiempo,Medio
0,1,0.5388226431974278,1,0.5483040787056974,Tardía,Medio
0,1,0.5621052919836348,1,0.5299849070373674,Tardía,Medio
0,1,0.5257766174597173,1,0.6034191977224623,Tardía,Medio
1,1,0.5820918440341847,1,0.5627174679346725,Tardía,Medio
0,1,0.5870466626545842,0,0.4407619794528342,Tardía,Medio
0,1,0.6123042654919943,1,0.5816745137390271,Tardía,Alto
1,1,0.61890084300735,1,0.5996321360410513,Tardía,Alto
0,0,0.40182548447737826,0,0.38476354981754846,A tiempo,Medio
0,1,0.565130483825248,1,0.6069991781429629,Tardía,Medio
0,0,0.43414239294112006,0,0.3826569197661022,A tiempo,Medio
0,0,0.44985645023776466,0,0.3467723067827043,A tiempo,Medio
0,0,0.4763181992433138,0,0.3887086415434108,A tiempo,Medio
0,0,0.4216482798997201,0,0.40358783749963323,A tiempo,Medio
1,1,0.5463736724871964,1,0.5925828518882056,Tardía,Medio
0,0,0.38458785999906564,0,0.2790795847739091,A tiempo,Medio
0,0,0.48821994495059334,1,0.5693503469894036,A tiempo,Medio
0,0,0.399767644681195,1,0.5049560055934252,A tiempo,Medio
1,1,0.6224804142816638,1,0.5755177782623646,Tardía,Alto
0,1,0.5226437263608478,1,0.5315646515231601,Tardía,Medio
1,1,0.5149451527419252,0,0.42556462722694016,Tardía,Medio
0,1,0.5164481263266032,1,0.5858606724667069,Tardía,Medio
0,0,0.4306557393479468,0,0.41982470114958964,A tiempo,Medio
0,1,0.5910494484502027,1,0.6134203107283669,Tardía,Medio
0,0,0.3951937284060867,0,0.38372745524336616,A tiempo,Medio
0,1,0.5393321590260203,1,0.5730330336536261,Tardía,Medio
0,0,0.4454870600242698,0,0.42067939500674073,A tiempo,Medio
0,0,0.38969599635952396,1,0.5219508190842853,A tiempo,Medio
1,1,0.516138920810966,0,0.49366640930597283,Tardía,Medio
1,1,0.5953172636717072,1,0.58411246047245,Tardía,Medio
0,1,0.5006849305251201,1,0.5547776789895756,Tardía,Medio
1,1,0.5260031061740037,0,0.4523222824397531,Tardía,Medio
0,1,0.5586360132280405,1,0.5846359305630188,Tardía,Medio
1,1,0.5514478075862037,1,0.5335370874432719,Tardía,Medio
1,0,0.3884774557043519,1,0.5003195885085321,A tiempo,Medio
0,1,0.5160520199886276,0,0.48645204041557194,Tardía,Medio
0,0,0.43189115658876487,0,0.4346813798715445,A tiempo,Medio
0,0,0.41722133455323734,1,0.5326300791289585,A tiempo,Medio
0,1,0.547646249060608,0,0.4637320607907267,Tardía,Medio
0,0,0.3950045227193659,0,0.3702494069377804,A tiempo,Medio
0,0,0.4647289639658068,0,0.3691035464848078,A tiempo,Medio
0,0,0.44256250560916754,0,0.3774345744107691,A tiempo,Medio
0,0,0.4601431813912857,0,0.39627012844955645,A tiempo,Medio
0,0,0.45385530989189216,0,0.4195360653809036,A tiempo,Medio
1,0,0.4263068449208112,0,0.39793010152736463,A tiempo,Medio
0,0,0.40565921427756474,0,0.3990826500366063,A tiempo,Medio
0,1,0.5129669283769172,1,0.5172555834990191,Tardía,Medio
0,1,0.5572637900473343,1,0.502669727730089,Tardía,Medio
0,0,0.39914897071541755,0,0.4377653934586307,A tiempo,Medio
0,0,0.47629087493360345,0,0.4070048953394585,A tiempo,Medio
0,1,0.5882886766356414,1,0.5307511717386079,Tardía,Medio
1,1,0.5880475724670231,1,0.5786230031425861,Tardía,Medio
1,1,0.5702808120866911,1,0.5549061073330902,Tardía,Medio
0,0,0.4019302915510754,0,0.45527305283286457,A tiempo,Medio
0,0,0.39821258667865145,0,0.39295866000803215,A tiempo,Medio
0,0,0.4402026926379578,0,0.42368735978393224,A tiempo,Medio
0,0,0.4284761867862307,0,0.43149455210029414,A tiempo,Medio
0,1,0.5114096337152503,0,0.49532300382660216,Tardía,Medio
0,0,0.49175935739203974,0,0.40272893982813734,A tiempo,Medio
0,1,0.5504782653021957,1,0.5717245042336949,Tardía,Medio
1,1,0.5177038975005865,1,0.542941832284833,Tardía,Medio
0,0,0.457787071940928,0,0.36465536184216063,A tiempo,Medio
0,0,0.43573308336161515,0,0.4344606995133064,A tiempo,Medio
0,1,0.627949159945776,1,0.5672886459661151,Tardía,Alto
0,0,0.49738380877705757,0,0.4188406006021129,A tiempo,Medio
0,0,0.4502725439904547,0,0.30288315166203494,A tiempo,Medio
1,0,0.4388706249280163,0,0.3926216074530525,A tiempo,Medio
0,0,0.4349303589043423,0,0.4093966810841305,A tiempo,Medio
0,0,0.48660192583058964,0,0.48514196256700615,A tiempo,Medio
0,1,0.6102669787584599,1,0.5771379165178641,Tardía,Alto
1,1,0.5751506474811244,1,0.5960436157379813,Tardía,Medio
1,1,0.5558259090744637,1,0.6114876516324518,Tardía,Medio
1,1,0.5327419728181443,1,0.600506471304189,Tardía,Medio
0,0,0.4566074979658628,0,0.4666690077823548,A tiempo,Medio
1,0,0.4264098405710018,1,0.5306130123279379,A tiempo,Medio
0,1,0.5946793103231176,0,0.3932480692610952,Tardía,Medio
1,1,0.5744139387747169,1,0.577092992052076,Tardía,Medio
0,0,0.4349224193055091,0,0.4163688623892856,A tiempo,Medio
1,0,0.4502054093496359,0,0.4415091311615356,A tiempo,Medio
0,1,0.5364410794021413,0,0.4813822622279978,Tardía,Medio
0,1,0.5036841223849375,1,0.6007200546219152,Tardía,Medio
0,1,0.5819736329833309,1,0.5457677232506208,Tardía,Medio
1,0,0.416148092154992,0,0.31234903554274923,A tiempo,Medio
0,0,0.47612400515634895,0,0.35409966190133235,A tiempo,Medio
0,0,0.3987404497601363,0,0.4307233668249406,A tiempo,Medio
1,0,0.4017490528281564,0,0.3860265954201716,A tiempo,Medio
0,0,0.43494034204911663,0,0.42458266781480075,A tiempo,Medio
0,1,0.5104728442925006,1,0.5256139907579223,Tardía,Medio
0,1,0.5239840418739594,1,0.5707116296482728,Tardía,Medio
0,1,0.5182731466160848,1,0.56955083362941,Tardía,Medio
0,1,0.5415244867898857,1,0.5402397555612102,Tardía,Medio
0,0,0.37141409675836434,0,0.3489794376468484,A tiempo,Medio
0,1,0.5624660345412769,1,0.5829311373794906,Tardía,Medio
0,0,0.38961986495779194,0,0.4076163015114072,A tiempo,Medio
1,0,0.47518010053945786,0,0.3594110136318352,A tiempo,Medio
0,1,0.5849238416384727,1,0.5276869908457121,Tardía,Medio
0,0,0.4042379967290128,0,0.36507890040446517,A tiempo,Medio
0,0,0.40206205963884956,0,0.4497847509487876,A tiempo,Medio
1,0,0.38594386405567094,0,0.41166363354371965,A tiempo,Medio
1,1,0.5826957648688819,1,0.6158447026173499,Tardía,Medio
0,1,0.6362177028509312,1,0.605054605005122,Tardía,Alto
0,1,0.5960405265001707,1,0.617822651085531,Tardía,Medio
0,1,0.6248967511726122,1,0.5977192258019928,Tardía,Alto
0,0,0.46449406994769193,0,0.4690140126219019,A tiempo,Medio
0,1,0.500655506133176,1,0.5062180736656942,Tardía,Medio
0,0,0.4522805500542807,1,0.5060256751064365,A tiempo,Medio
0,0,0.4043746863462458,0,0.4486611773411077,A tiempo,Medio
1,1,0.5793981271213143,1,0.623157848330019,Tardía,Medio
1,1,0.5720613844989816,1,0.5910405792019737,Tardía,Medio
0,1,0.5273499419903867,1,0.5498458068582249,Tardía,Medio
1,1,0.51151805326652,1,0.6664588691508315,Tardía,Medio
0,1,0.5041855618104992,1,0.5316151158318582,Tardía,Medio
0,1,0.5915085348762247,1,0.5888213273335547,Tardía,Medio
0,1,0.5700028983340171,1,0.5891710427691477,Tardía,Medio
0,1,0.5252090661935037,1,0.5193847413747403,Tardía,Medio
0,0,0.45490559301757266,0,0.32454686681665945,A tiempo,Medio
1,0,0.4559032305853481,1,0.5429090794593006,A tiempo,Medio
0,0,0.4299048511283767,0,0.39767648502933484,A tiempo,Medio
0,1,0.5210494250542071,1,0.5726938539481473,Tardía,Medio
0,1,0.5701319510951786,1,0.584201842864832,Tardía,Medio
0,0,0.49694231604668637,1,0.5530415281370428,A tiempo,Medio
1,0,0.4601017292629927,0,0.3146339080168124,A tiempo,Medio
0,1,0.5217854330848661,0,0.41161813668005515,Tardía,Medio
1,1,0.5273641244537632,1,0.5973863249796605,Tardía,Medio
1,0,0.47743947588686714,0,0.4239616391239224,A tiempo,Medio
0,0,0.414637511191611,0,0.33991555132324175,A tiempo,Medio
1,1,0.5766941299244033,1,0.5876068957665284,Tardía,Medio
1,0,0.400069583130182,0,0.30298743598611955,A tiempo,Medio
0,0,0.47891798372858635,0,0.3503113670869591,A tiempo,Medio
1,1,0.5204651475614929,1,0.5589535182798666,Tardía,Medio
0,1,0.5729502604025378,1,0.528691123054038,Tardía,Medio
0,0,0.4312191103740646,0,0.40101107431691807,A tiempo,Medio
1,0,0.3970210771167602,0,0.35028202927730107,A tiempo,Medio
0,0,0.3696976104967767,0,0.39391939499198136,A tiempo,Medio
0,0,0.3780168812109527,0,0.33475509321599456,A tiempo,Medio
1,0,0.4490547588928735,0,0.3939470951674336,A tiempo,Medio
0,1,0.5148553409845049,1,0.5053872468679598,Tardía,Medio
0,1,0.5237817707683007,1,0.547759619314328,Tardía,Medio
1,1,0.5069694161324257,0,0.4742091376255585,Tardía,Medio
0,1,0.5971272797661145,1,0.555659684021519,Tardía,Medio
0,0,0.43741859426593377,1,0.5008458235852998,A tiempo,Medio
1,0,0.3912723989057559,0,0.35978871696475584,A tiempo,Medio
0,1,0.5856347873251261,1,0.5842497976511872,Tardía,Medio
0,0,0.3092232318144305,0,0.35588291968670605,A tiempo,Medio
0,0,0.3775189212881993,0,0.44799740778053276,A tiempo,Medio
0,0,0.32922512948728266,0,0.4208775617468876,A tiempo,Medio
1,1,0.6346242065939655,0,0.44457497507592003,Tardía,Alto
1,1,0.5399694248609258,1,0.5283101808597439,Tardía,Medio
0,0,0.495123470057297,1,0.5776886521957253,A tiempo,Medio
0,1,0.5078398358140431,0,0.4951745601978406,Tardía,Medio
1,1,0.5414673011804196,1,0.5840871392988559,Tardía,Medio
0,1,0.5936735401475387,1,0.5362893197216901,Tardía,Medio
0,0,0.3982671728734506,0,0.41881694284036014,A tiempo,Medio
